diff_temp, diff_vazao, out_hot, out_cold
-7.9304416955080015,-0.08827154470370568,0.434,0.434
-7.926895228646821,-0.08846235419679749,0.434,0.434
-7.923376521076214,-0.08865237077982902,0.434,0.434
-7.919885373285489,-0.08884159741840314,0.435,0.435
-7.916413671900884,-0.0890213037419273,0.435,0.435
-7.912969328001672,-0.08920026065475828,0.435,0.435
-7.909552142472833,-0.08937847098876217,0.435,0.435
-7.9061619174512145,-0.08955593756749058,0.435,0.435
-7.902798456319992,-0.08973266320618578,0.435,0.435
-7.89946156370312,-0.08990865071178533,0.435,0.435
-7.896151045459796,-0.09008390288292834,0.435,0.435
-7.8928667086789375,-0.09025842250996119,0.435,0.435
-7.889608361673609,-0.09043221237494248,0.435,0.435
-7.8863758139754765,-0.09060527525164941,0.435,0.435
-7.883168876329279,-0.09077761390558359,0.435,0.435
-7.879987360687252,-0.09094923109397801,0.435,0.435
-7.876831080203594,-0.09112012956580284,0.435,0.435
-7.873699849228885,-0.09129031206177196,0.435,0.435
-7.870593483304567,-0.09145978131435017,0.435,0.435
-7.86751179915737,-0.09162854004775967,0.435,0.435
-7.864454614693749,-0.09179659097798742,0.435,0.435
-7.86142174899436,-0.0919639368127918,0.435,0.435
-7.8584130223084685,-0.09213058025171128,0.435,0.435
-7.855428256048448,-0.09229652398607013,0.435,0.435
-7.852467272784196,-0.09246177069898742,0.435,0.435
-7.849529896237598,-0.09262632306538454,0.435,0.435
-7.846615951276988,-0.09279018375199277,0.435,0.435
-7.843725263911601,-0.0929533554173616,0.435,0.435
-7.840857661286044,-0.09311584071186785,0.435,0.435
-7.8380129716747575,-0.09327764227772228,0.435,0.435
-7.835191024476494,-0.09343876274897955,0.435,0.435
-7.832391650208784,-0.09359920475154704,0.435,0.435
-7.8296146805024165,-0.09375897090319218,0.435,0.435
-7.826859948095944,-0.09391806381355283,0.435,0.435
-7.824127286830141,-0.0940764860841462,0.435,0.435
-7.8214165316425195,-0.09423424030837713,0.435,0.435
-7.818727518561829,-0.0943913290715489,0.435,0.435
-7.816060084702563,-0.09454775495087131,0.435,0.435
-7.813414068259469,-0.09470352051547137,0.435,0.435
-7.810789308502088,-0.09485862832640235,0.435,0.435
-7.80818564576925,-0.09501308093665417,0.435,0.435
-7.805602921463645,-0.0951668808911631,0.435,0.435
-7.803040978046354,-0.09532003072682205,0.435,0.435
-7.800499659031381,-0.09547253297249092,0.435,0.435
-7.797978808980247,-0.0956243901490067,0.436,0.436
-7.795472573487302,-0.09576680629091239,0.436,0.436
-7.792986641104655,-0.09590861824869379,0.436,0.436
-7.790520857038025,-0.09604982839676701,0.436,0.436
-7.788075067554395,-0.09619043910178637,0.436,0.436
-7.785649119976199,-0.09633045272265806,0.436,0.436
-7.783242862675486,-0.09646987161055132,0.436,0.436
-7.780856145068128,-0.09660869810891204,0.436,0.436
-7.7784888176080145,-0.0967469345534745,0.436,0.436
-7.776140731781311,-0.09688458327227478,0.436,0.436
-7.773811740100676,-0.09702164658566326,0.436,0.436
-7.771501696099513,-0.09715812680631786,0.436,0.436
-7.769210454326277,-0.09729402623925654,0.436,0.436
-7.7669378703387295,-0.0974293471818507,0.436,0.436
-7.764683800698258,-0.09756409192383908,0.436,0.436
-7.7624481029642,-0.09769826274733928,0.436,0.436
-7.760230635688153,-0.097831861926863,0.436,0.436
-7.758031258408366,-0.09796489172932832,0.436,0.436
-7.755849831644092,-0.09809735441407352,0.436,0.436
-7.75368621688996,-0.09822925223287116,0.436,0.436
-7.751540276610399,-0.09836058742994092,0.436,0.436
-7.749411874234042,-0.09849136224196398,0.436,0.436
-7.747300874148181,-0.09862157889809664,0.436,0.436
-7.7452071416932,-0.09875123961998444,0.436,0.436
-7.743130543157072,-0.0988803466217757,0.436,0.436
-7.741070945769835,-0.09900890211013602,0.436,0.436
-7.7390282176980705,-0.09913690828426258,0.436,0.436
-7.737002228039486,-0.09926436733589794,0.436,0.436
-7.73499284681742,-0.09939128144934384,0.436,0.436
-7.732999944975411,-0.09951765280147706,0.436,0.436
-7.731023394371782,-0.09964348356176245,0.436,0.436
-7.729063067774227,-0.09976877589226818,0.436,0.436
-7.727118838854452,-0.09989353194767969,0.436,0.436
-7.725190582182769,-0.1000177538753152,0.436,0.436
-7.723278173222795,-0.10014144381513945,0.436,0.436
-7.721381488326081,-0.10026460389977909,0.436,0.436
-7.719500404726851,-0.10038723625453738,0.436,0.436
-7.717634800536672,-0.10050934299740844,0.436,0.436
-7.715784554739201,-0.10063092623909364,0.436,0.436
-7.713949547184946,-0.10075198808301489,0.436,0.436
-7.712129658585994,-0.10087253062533097,0.436,0.436
-7.710324770510844,-0.10099255595495193,0.436,0.436
-7.7085347653791985,-0.1011120661535545,0.436,0.436
-7.706759526456771,-0.1012310632955975,0.436,0.436
-7.704998937850171,-0.10134954944833707,0.436,0.436
-7.703252884501737,-0.10146752667184133,0.436,0.436
-7.7015212521844205,-0.10158499701900714,0.436,0.436
-7.699803927496731,-0.10170196253557384,0.436,0.436
-7.69810079785762,-0.1018184252601404,0.436,0.436
-7.696411751501458,-0.10193438722417991,0.436,0.436
-7.6947366774729815,-0.10204985045205517,0.436,0.436
-7.693075465622272,-0.1021648169610353,0.436,0.436
-7.691428006599807,-0.1022792887613102,0.436,0.436
-7.689794191851433,-0.10239326785600711,0.436,0.436
-7.688173913613433,-0.10250675624120609,0.436,0.436
-7.686567064907621,-0.10261975590595551,0.436,0.436
-7.684973539536394,-0.10273226883228881,0.436,0.436
-7.683393232077854,-0.10284429699524,0.436,0.436
-7.68182603788096,-0.1029558423628586,0.436,0.436
-7.680271853060624,-0.10306690689622777,0.436,0.436
-7.678730574492938,-0.10317749254947806,0.437,0.437
-7.677198624182587,-0.10327872908507418,0.437,0.437
-7.6756794646342925,-0.10337952790819294,0.437,0.437
-7.674172993390229,-0.10347989081335274,0.437,0.437
-7.672679108758615,-0.10357981958855,0.437,0.437
-7.671197709808631,-0.10367931601527614,0.437,0.437
-7.669728696365404,-0.10377838186853372,0.437,0.437
-7.668271969005012,-0.1038770189168533,0.437,0.437
-7.666827429049526,-0.10397522892231026,0.437,0.437
-7.665394978562084,-0.10407301364054078,0.437,0.437
-7.66397452034191,-0.10417037482075941,0.437,0.437
-7.662565957919476,-0.10426731420577595,0.437,0.437
-7.661169195551615,-0.10436383353201084,0.437,0.437
-7.659784138216658,-0.10445993452951341,0.437,0.437
-7.658410691609653,-0.10455561892197773,0.437,0.437
-7.657048762137514,-0.10465088842675985,0.437,0.437
-7.655698256914292,-0.10474574475489462,0.437,0.437
-7.654359083756404,-0.10484018961111163,0.437,0.437
-7.65303115117792,-0.10493422469385372,0.437,0.437
-7.6517143683858535,-0.10502785169529194,0.437,0.437
-7.650408645275505,-0.10512107230134415,0.437,0.437
-7.649113892425781,-0.10521388819168997,0.437,0.437
-7.647830021094592,-0.10530630103978988,0.437,0.437
-7.64655694321425,-0.1053983125129,0.437,0.437
-7.645294571386877,-0.10548992427209036,0.437,0.437
-7.644042818879868,-0.10558113797226132,0.437,0.437
-7.642801599621336,-0.10567195526216011,0.437,0.437
-7.641570828195633,-0.10576237778439834,0.437,0.437
-7.640350419838846,-0.10585240717546884,0.437,0.437
-7.639140290434376,-0.10594204506576232,0.437,0.437
-7.637940356508452,-0.10603129307958437,0.437,0.437
-7.636750535225758,-0.10612015283517218,0.437,0.437
-7.635570744385042,-0.10620862594471214,0.437,0.437
-7.634400902414747,-0.10629671401435614,0.437,0.437
-7.633240928368679,-0.10638441864423842,0.437,0.437
-7.632090741921694,-0.10647174142849336,0.437,0.437
-7.630950263365385,-0.10655868395527135,0.437,0.437
-7.629819413603855,-0.10664524780675688,0.437,0.437
-7.6286981141494365,-0.1067314345591841,0.437,0.437
-7.627586287118504,-0.10681724578285523,0.437,0.437
-7.626483855227242,-0.10690268304215611,0.437,0.437
-7.6253907417875055,-0.10698774789557453,0.437,0.437
-7.624306870702654,-0.10707244189571585,0.437,0.437
-7.623232166463417,-0.10715676658932094,0.437,0.437
-7.622166554143817,-0.10724072351728287,0.437,0.437
-7.621109959397067,-0.10732431421466315,0.437,0.437
-7.620062308451523,-0.10740754021070986,0.437,0.437
-7.619023528106645,-0.1074904030288737,0.437,0.437
-7.617993545728986,-0.10757290418682497,0.437,0.437
-7.616972289248238,-0.10765504519647107,0.437,0.437
-7.615959687153186,-0.10773682756397263,0.437,0.437
-7.614955668487866,-0.1078182527897612,0.437,0.437
-7.613960162847583,-0.10789932236855548,0.437,0.437
-7.612973100375029,-0.10798003778937881,0.437,0.437
-7.611994411756406,-0.10806040053557531,0.437,0.437
-7.611024028217571,-0.1081404120848275,0.437,0.437
-7.610061881520245,-0.10822007390917299,0.437,0.437
-7.609107903958147,-0.10829938747502099,0.437,0.437
-7.608162028353256,-0.10837835424316944,0.437,0.437
-7.607224188052022,-0.10845697566882206,0.437,0.437
-7.606294316921655,-0.10853525320160462,0.437,0.437
-7.605372349346389,-0.10861318828558231,0.437,0.437
-7.604458220223776,-0.10869078235927643,0.437,0.437
-7.603551864961027,-0.10876803685568082,0.437,0.437
-7.602653219471364,-0.10884495320227916,0.437,0.437
-7.601762220170386,-0.10892153282106143,0.437,0.437
-7.600878803972471,-0.10899777712854086,0.437,0.437
-7.600002908287159,-0.10907368753577074,0.437,0.437
-7.599134471015631,-0.10914926544836068,0.437,0.437
-7.598273430547138,-0.10922451226649377,0.437,0.437
-7.597419725755472,-0.10929942938494375,0.437,0.437
-7.596573295995498,-0.10937401819309056,0.437,0.437
-7.595734081099643,-0.10944828007493812,0.437,0.437
-7.594902021374466,-0.10952221640912974,0.437,0.437
-7.594077057597204,-0.10959582856896688,0.437,0.437
-7.593259131012353,-0.1096691179224234,0.437,0.437
-7.592448183328301,-0.1097420858321636,0.437,0.437
-7.591644156713926,-0.10981473365555883,0.437,0.437
-7.590846993795253,-0.10988706274470317,0.437,0.437
-7.5900566376521255,-0.10995907444643116,0.437,0.437
-7.5892730318148836,-0.11003077010233364,0.437,0.437
-7.588496120261098,-0.11010215104877419,0.437,0.437
-7.58772584741228,-0.11017321861690632,0.437,0.437
-7.586962158130639,-0.11024397413268927,0.437,0.437
-7.586204997715839,-0.11031441891690486,0.437,0.437
-7.58545431190182,-0.11038455428517424,0.437,0.437
-7.58471004685358,-0.11045438154797338,0.437,0.437
-7.583972149164012,-0.11052390201065077,0.437,0.437
-7.5832405658507795,-0.11059311697344298,0.437,0.437
-7.582515244353154,-0.1106620277314907,0.437,0.437
-7.581796132528936,-0.11073063557485674,0.437,0.437
-7.5810831786513475,-0.11079894178854022,0.437,0.437
-7.580376331405958,-0.11086694765249483,0.437,0.437
-7.57967553988766,-0.11093465444164352,0.437,0.437
-7.578980753597612,-0.11100206342589647,0.437,0.437
-7.5782919224402505,-0.1110691758701654,0.437,0.437
-7.577608996720279,-0.11113599303438182,0.437,0.437
-7.576931927139711,-0.11120251617351162,0.437,0.437
-7.576260664794901,-0.11126874653757213,0.437,0.437
-7.5755951611736165,-0.11133468537164826,0.437,0.437
-7.574935368152154,-0.11140033391590798,0.437,0.437
-7.574281237992388,-0.11146569340561963,0.437,0.437
-7.573632723338925,-0.11153076507116677,0.437,0.437
-7.572989777216243,-0.1115955501380651,0.437,0.437
-7.572352353025863,-0.11166004982697808,0.437,0.437
-7.5717204045435125,-0.11172426535373325,0.437,0.437
-7.571093885916312,-0.11178819792933814,0.437,0.437
-7.570472751660006,-0.11185184875999588,0.437,0.437
-7.569856956656217,-0.11191521904712187,0.437,0.437
-7.569246456149642,-0.11197830998735914,0.437,0.437
-7.5686412057453865,-0.11204112277259437,0.437,0.437
-7.568041161406207,-0.11210365858997418,0.437,0.437
-7.56744627944984,-0.11216591862192016,0.437,0.437
-7.566856516546316,-0.11222790404614535,0.437,0.437
-7.566271829715312,-0.11228961603567011,0.437,0.437
-7.565692176323495,-0.1123510557588373,0.437,0.437
-7.565117514081912,-0.1124122243793283,0.437,0.437
-7.564547801043382,-0.11247312305617918,0.437,0.437
-7.5639829955999005,-0.11253375294379575,0.437,0.437
-7.563423056480097,-0.1125941151919696,0.437,0.437
-7.562867942746649,-0.11265421094589323,0.437,0.437
-7.562317613793745,-0.11271404134617657,0.437,0.437
-7.5617720293445885,-0.11277360752886167,0.437,0.437
-7.561231149448908,-0.11283291062543876,0.437,0.437
-7.5606949344804235,-0.11289195176286126,0.437,0.437
-7.560163345134406,-0.11295073206356221,0.437,0.437
-7.559636342425236,-0.11300925264546857,0.438,0.438
-7.559112702632916,-0.11305854460760245,0.438,0.438
-7.558593603498444,-0.11310761822335214,0.438,0.438
-7.558079006398543,-0.11315647443585974,0.438,0.438
-7.557568873028671,-0.11320511418440415,0.438,0.438
-7.557063165400528,-0.11325353840441588,0.438,0.438
-7.5565618458395605,-0.11330174802749093,0.438,0.438
-7.556064876982518,-0.11334974398140518,0.438,0.438
-7.555572221774966,-0.11339752719012641,0.438,0.438
-7.5550838434688785,-0.11344509857383078,0.438,0.438
-7.554599705620227,-0.11349245904891425,0.438,0.438
-7.55411977208658,-0.11353960952800801,0.438,0.438
-7.553644007024701,-0.11358655091999104,0.438,0.438
-7.553172374888227,-0.11363328413000462,0.438,0.438
-7.552704840425278,-0.11367981005946548,0.438,0.438
-7.552241368676178,-0.11372612960607986,0.438,0.438
-7.5517819249711025,-0.1137722436638563,0.438,0.438
-7.551326474927805,-0.1138181531231206,0.438,0.438
-7.5508749844493295,-0.11386385887052752,0.438,0.438
-7.550427419721764,-0.11390936178907585,0.438,0.438
-7.549983747211982,-0.11395466275812105,0.438,0.438
-7.549543933665419,-0.11399976265338885,0.438,0.438
-7.549107946103874,-0.11404466234698862,0.438,0.438
-7.548675751823289,-0.11408936270742642,0.438,0.438
-7.5482473183915815,-0.11413386459961916,0.438,0.438
-7.547822613646495,-0.11417816888490673,0.438,0.438
-7.547401605693437,-0.1142222764210663,0.438,0.438
-7.546984262903337,-0.1142661880623248,0.438,0.438
-7.546570553910563,-0.11430990465937196,0.438,0.438
-7.546160447610781,-0.11435342705937457,0.438,0.438
-7.5457539131589115,-0.1143967561059882,0.438,0.438
-7.545350919967035,-0.11443989263937127,0.438,0.438
-7.544951437702352,-0.11448283749619703,0.438,0.438
-7.5445554362851155,-0.11452559150966835,0.438,0.438
-7.544162885886649,-0.11456815550952826,0.438,0.438
-7.543773756927308,-0.1146105303220748,0.438,0.438
-7.543388020074495,-0.11465271677017319,0.438,0.438
-7.543005646240687,-0.1146947156732685,0.438,0.438
-7.542626606581464,-0.11473652784739918,0.438,0.438
-7.542250872493561,-0.11477815410520875,0.438,0.438
-7.541878415612935,-0.1148195952559592,0.438,0.438
-7.541509207812858,-0.1148608521055442,0.438,0.438
-7.541143221201985,-0.11490192545650035,0.438,0.438
-7.540780428122467,-0.1149428161080216,0.438,0.438
-7.540420801148095,-0.11498352485596997,0.438,0.438
-7.540064313082432,-0.11502405249288983,0.438,0.438
-7.539710936956922,-0.11506439980801919,0.438,0.438
-7.539360646029124,-0.11510456758730281,0.438,0.438
-7.539013413780829,-0.11514455661340461,0.438,0.438
-7.538669213916286,-0.1151843676657196,0.438,0.438
-7.538328020360396,-0.11522400152038725,0.438,0.438
-7.537989807256949,-0.11526345895030288,0.438,0.438
